MS Zoning,Year Built,Overall Qual,Overall Cond,Lot Area,Garage Area,Pool Area,Bedroom AbvGr,Full Bath,TotRms AbvGrd,SalePrice
RM,2008.0,6.0,5,9836,308.0,0,3,1.0,7,143000
RM,,5.0,5,5232,504.0,0,2,1.0,4,73000
RM,1904.0,5.0,8,10440,686.0,0,3,2.0,8,157500
RM,1948.0,5.0,7,9184,400.0,0,3,1.0,6,122600
RM,1910.0,5.0,5,4800,330.0,0,2,1.0,6,111000
RM,1920.0,6.0,7,10440,520.0,0,5,2.0,8,256000
RM,1940.0,5.0,4,4800,256.0,0,2,1.0,4,64000
RM,1915.0,6.0,7,6000,308.0,0,4,1.0,7,139500
RM,1910.0,4.0,6,11426,0.0,0,3,,9,118000
RM,2003.0,7.0,5,11426,484.0,0,3,,6,200000
RM,1940.0,4.0,6,7628,440.0,0,2,2.0,8,119164
RM,,5.0,5,7308,225.0,0,2,,6,122250
RM,1920.0,7.0,6,5400,0.0,0,2,1.0,5,120000
RM,,6.0,6,10800,828.0,0,3,2.0,8,155000
RM,1910.0,5.0,6,6756,200.0,0,2,1.0,5,78000
RM,1890.0,5.0,9,5914,0.0,0,3,1.0,5,95000
RM,1948.0,5.0,5,6000,250.0,0,2,,5,115000
RM,1948.0,5.0,7,12000,528.0,0,2,,6,147000
RM,1946.0,5.0,6,9000,869.0,0,3,1.0,5,140000
RM,1946.0,2.0,5,7311,297.0,0,1,1.0,3,46500
RM,,5.0,6,6000,288.0,0,3,1.0,5,112500
RM,,4.0,7,6000,281.0,0,2,1.0,4,107900
RM,1949.0,3.0,1,12205,0.0,0,5,2.0,6,65000
RM,1880.0,7.0,9,18386,870.0,0,3,3.0,10,295000
RM,1900.0,5.0,5,9142,420.0,0,4,2.0,10,139500
RM,1915.0,5.0,8,12665,720.0,0,4,1.0,7,153900
RM,,7.0,8,5350,288.0,0,3,1.0,7,132000
RM,1916.0,5.0,5,4571,513.0,0,4,1.0,7,98000
RM,1900.0,5.0,7,9143,308.0,0,2,1.0,5,114000
RM,1920.0,5.0,5,9600,393.0,0,4,,10,130000
RM,1917.0,6.0,5,9600,396.0,0,3,1.0,8,129500
RM,1905.0,5.0,9,6000,0.0,0,3,1.0,7,129400
RM,1928.0,7.0,9,9600,360.0,0,3,2.0,7,161000
RM,1905.0,6.0,7,10800,672.0,0,3,2.0,7,163000
RM,1914.0,6.0,6,6300,0.0,0,3,2.0,9,128000
RM,1872.0,8.0,5,5250,0.0,0,4,2.0,8,122000
RM,1926.0,7.0,7,5700,288.0,0,2,,5,116900
RM,1893.0,10.0,9,13500,880.0,0,3,3.0,9,325000
RM,1920.0,2.0,1,11340,400.0,0,2,1.0,5,55000
RM,1890.0,7.0,7,10800,342.0,0,5,2.0,10,184000
RM,1959.0,5.0,6,9750,308.0,0,2,1.0,5,110000
RM,1954.0,5.0,5,12150,352.0,0,4,,7,131500
RM,1956.0,5.0,5,12702,308.0,0,2,1.0,4,97000
RM,1958.0,,6,8516,308.0,0,2,,5,115500
RL,1928.0,5.0,7,7111,288.0,0,2,1.0,5,138000
RM,1945.0,7.0,7,7425,252.0,0,3,1.0,8,108000
RM,1930.0,5.0,6,9100,308.0,0,2,1.0,4,79500
RL,1935.0,,5,7010,240.0,0,3,2.0,6,153000
RM,1924.0,5.0,6,6130,0.0,0,2,1.0,5,109500
RM,1941.0,,7,5000,240.0,0,3,,6,124000
RM,,6.0,9,5870,200.0,0,3,1.0,6,106900
RM,1940.0,6.0,7,6000,240.0,0,3,1.0,6,164900
RM,1924.0,5.0,7,6000,370.0,0,2,,5,119000
RM,1929.0,6.0,7,6000,208.0,0,3,,5,120000
RM,1937.0,6.0,7,6000,672.0,0,3,,5,157000
RM,1939.0,6.0,5,6000,240.0,0,2,2.0,7,105000
RM,1926.0,6.0,7,5000,160.0,0,3,1.0,6,113000
RM,1920.0,5.0,7,5520,355.0,0,3,1.0,6,115000
RM,1946.0,4.0,7,5940,280.0,0,2,1.0,4,79000
RM,1929.0,4.0,7,6240,336.0,0,2,1.0,6,123000
RM,1945.0,5.0,6,6120,164.0,0,1,,6,81300
RM,1930.0,5.0,7,6240,360.0,0,3,2.0,8,162900
RM,1939.0,7.0,5,6240,400.0,0,4,2.0,7,150000
RM,1923.0,5.0,5,6120,576.0,0,4,2.0,7,123500
RM,1931.0,7.0,5,6120,468.0,0,2,2.0,8,129900
RM,1920.0,6.0,8,6155,502.0,0,3,2.0,6,128000
RM,1927.0,4.0,6,6324,240.0,0,1,1.0,4,68500
RM,1948.0,5.0,5,8635,240.0,0,2,1.0,6,127000
RL,,6.0,7,13053,370.0,0,4,1.0,8,207000
RL,1925.0,7.0,6,9120,240.0,0,4,,8,184000
RL,1915.0,6.0,4,9144,672.0,0,4,2.0,8,162500
RL,1940.0,5.0,5,9144,240.0,0,3,1.0,8,145000
RL,1918.0,6.0,7,10267,275.0,0,2,1.0,5,130000
RM,1910.0,6.0,8,8094,360.0,0,5,2.0,8,160000
RM,1925.0,,7,5100,228.0,0,3,1.0,7,161000
RM,1910.0,6.0,8,4347,228.0,0,3,,7,127500
RM,1930.0,,6,6291,440.0,0,1,1.0,4,93850
RM,1952.0,6.0,6,10266,308.0,0,4,1.0,7,136000
RM,1938.0,6.0,6,6876,400.0,0,4,,9,141000
RM,1915.0,5.0,6,10320,400.0,0,2,,6,120000
RM,1925.0,6.0,7,7200,320.0,0,2,1.0,5,127500
RM,1925.0,6.0,6,7006,384.0,0,3,2.0,6,127000
RM,1920.0,6.0,7,7920,0.0,0,3,1.0,6,89500
RM,1955.0,5.0,7,8235,720.0,0,2,,4,125000
RM,,6.0,7,5586,0.0,0,4,1.0,7,79900
RM,1912.0,5.0,8,10320,576.0,0,1,1.0,5,85000
RM,,3.0,3,10320,0.0,0,3,2.0,8,82375
RM,1906.0,6.0,7,10320,216.0,0,3,1.0,7,135000
RL,1947.0,5.0,6,9488,240.0,0,3,,6,124000
RL,1968.0,5.0,5,8250,322.0,0,3,1.0,5,134000
RL,1948.0,5.0,5,21286,312.0,0,4,2.0,7,135000
RL,1959.0,4.0,4,17120,680.0,0,4,2.0,7,134432
RL,,5.0,7,10106,0.0,0,4,2.0,6,127500
RL,,5.0,6,11235,440.0,0,3,,6,148000
RL,1965.0,5.0,5,11200,384.0,0,3,,5,129500
RL,1978.0,6.0,5,13014,484.0,0,3,1.0,6,157500
RL,1966.0,5.0,7,7162,408.0,0,3,1.0,6,109900
RL,,5.0,7,10265,294.0,0,3,,6,145000
RL,1967.0,,7,9764,450.0,0,3,1.0,5,130000
RL,1978.0,6.0,8,7703,504.0,0,3,1.0,6,153000
RL,,5.0,5,9981,270.0,0,3,,6,120000
RL,1984.0,5.0,5,7400,506.0,0,2,1.0,5,152000
RL,1969.0,4.0,4,12900,400.0,0,0,0.0,6,108959
RL,1920.0,,4,12900,400.0,0,3,1.0,6,95541
RL,1959.0,5.0,3,9000,0.0,0,3,1.0,5,80000
RL,1966.0,5.0,6,8544,271.0,0,3,1.0,6,149350
RL,1963.0,5.0,8,9239,300.0,0,3,,6,144900
RL,1956.0,6.0,8,14175,621.0,0,1,1.0,4,185000
RL,1954.0,5.0,5,13284,354.0,0,3,1.0,6,165000
RL,1960.0,6.0,7,13500,564.0,0,1,,4,235000
RL,,5.0,6,13825,300.0,0,3,1.0,6,140000
RL,1940.0,5.0,8,10200,240.0,0,2,1.0,4,108000
RL,1960.0,5.0,3,10532,626.0,0,3,2.0,7,145000
RL,1941.0,5.0,7,8375,627.0,0,2,1.0,6,152400
RL,1970.0,5.0,8,10200,912.0,0,3,1.0,5,144000
RL,1996.0,6.0,5,2887,431.0,0,2,1.0,6,173000
RL,1977.0,7.0,5,10005,505.0,0,4,2.0,8,192000
RL,1979.0,7.0,6,20270,478.0,0,3,2.0,7,245000
RL,1954.0,7.0,7,39104,439.0,0,2,1.0,5,241500
RL,1954.0,,6,53227,529.0,0,2,1.0,6,256000
RL,1959.0,6.0,7,11512,312.0,0,2,1.0,5,177000
RL,1948.0,7.0,5,5190,249.0,0,2,,5,125600
RL,1953.0,6.0,5,10452,495.0,0,3,1.0,5,155000
RL,1908.0,6.0,8,45600,360.0,0,5,3.0,10,240000
RL,1940.0,5.0,7,19550,0.0,0,2,,5,260000
RL,,6.0,7,21780,396.0,0,4,2.0,8,185000
RL,1935.0,6.0,7,13728,540.0,0,4,2.0,7,235000
RL,1956.0,5.0,6,9571,322.0,0,3,1.0,6,159900
RL,1975.0,5.0,5,9350,0.0,0,2,1.0,4,99600
RL,,6.0,8,9360,280.0,0,3,,7,134500
RL,1900.0,5.0,8,8405,384.0,0,4,,7,119000
RL,1910.0,5.0,7,7000,0.0,0,3,1.0,5,107500
RL,1950.0,5.0,5,10880,240.0,0,3,1.0,5,125000
RL,1924.0,6.0,5,9600,0.0,0,2,1.0,5,79000
RL,1941.0,,6,9084,200.0,0,3,1.0,5,95000
RL,,7.0,5,11839,514.0,0,4,2.0,10,262280
RL,1995.0,6.0,5,9771,614.0,0,4,2.0,9,260000
RL,1994.0,7.0,5,9938,534.0,0,3,2.0,7,226500
RL,1993.0,7.0,5,14171,453.0,0,4,,9,225000
RL,1996.0,7.0,5,10541,472.0,0,3,2.0,8,229000
RL,2007.0,7.0,5,10616,484.0,0,3,2.0,6,177439
RL,2007.0,8.0,5,9345,864.0,0,3,2.0,7,248500
RL,2008.0,9.0,5,11778,1348.0,0,3,,7,475000
RL,2008.0,9.0,5,11778,874.0,0,3,2.0,8,395039
RL,1993.0,7.0,5,11228,678.0,0,3,2.0,9,228000
RL,,8.0,5,11454,811.0,0,3,2.0,6,225000
RL,1966.0,6.0,6,11500,438.0,0,2,2.0,6,195000
RL,1997.0,6.0,5,12798,603.0,0,4,2.0,8,200000
RL,1994.0,5.0,7,9750,528.0,0,3,,5,155000
RL,1995.0,5.0,6,9525,352.0,0,3,1.0,6,144000
RL,1994.0,,5,9245,672.0,0,3,1.0,5,145000
RL,1997.0,7.0,5,8696,558.0,0,3,2.0,5,226001
RL,,6.0,5,13142,600.0,0,3,2.0,6,215700
RL,,7.0,5,8998,532.0,0,3,2.0,6,207500
RL,1999.0,7.0,5,9179,588.0,0,3,2.0,7,193000
RL,1998.0,,5,8924,527.0,0,3,2.0,8,188000
RL,1999.0,7.0,5,9382,577.0,0,3,2.0,6,191000
RL,2002.0,,5,12803,530.0,0,3,2.0,6,221000
RL,2001.0,7.0,5,12435,564.0,0,3,2.0,7,231500
RL,2000.0,7.0,5,12192,626.0,0,3,,6,235000
RL,2001.0,7.0,5,11250,608.0,0,3,2.0,6,223500
RL,1975.0,5.0,6,9200,308.0,0,3,1.0,5,130250
RL,1977.0,5.0,8,8385,328.0,0,3,2.0,6,149900
RL,1978.0,5.0,6,12250,528.0,0,3,,5,158000
RL,,6.0,6,10970,576.0,0,3,1.0,5,147000
RL,1975.0,5.0,6,9216,576.0,0,3,1.0,5,143195
RL,1975.0,,6,14330,440.0,0,2,2.0,5,163000
RL,1975.0,5.0,6,7990,280.0,0,3,,5,110000
RL,1972.0,5.0,7,7180,352.0,0,3,,5,127000
RL,1972.0,5.0,7,7200,352.0,0,2,1.0,4,124900
RL,2002.0,8.0,5,9742,534.0,0,3,,7,230000
RL,2002.0,8.0,5,9473,577.0,0,3,,7,237000
RL,,7.0,5,10316,839.0,0,3,,7,235000
RL,2001.0,7.0,5,10400,570.0,0,3,2.0,8,230500
RL,1999.0,8.0,5,9066,660.0,0,3,,7,230000
RL,1998.0,7.0,5,11404,541.0,0,3,,8,222500
RL,,8.0,5,9240,905.0,0,3,,7,287000
RL,,9.0,5,9720,725.0,0,3,2.0,7,274000
RL,2002.0,8.0,5,14860,715.0,0,3,,6,300000
RL,2002.0,8.0,5,11250,779.0,0,4,2.0,9,255900
RL,,7.0,5,8158,543.0,0,3,2.0,8,224900
RL,2003.0,7.0,5,10905,596.0,0,4,2.0,9,240000
RL,,7.0,5,7226,595.0,0,3,,6,183000
RL,,8.0,5,11690,560.0,0,3,2.0,7,207000
RL,,7.0,5,8750,493.0,0,4,2.0,8,210000
RM,2003.0,6.0,5,4435,420.0,0,1,1.0,3,136500
RM,,6.0,5,4426,420.0,0,1,1.0,3,145000
RL,1997.0,6.0,5,13125,508.0,0,3,2.0,7,208900
RM,1997.0,6.0,5,10126,721.0,0,2,,8,185000
RL,2002.0,7.0,5,9135,532.0,0,3,2.0,7,214000
RL,2003.0,7.0,5,8450,548.0,0,3,,8,208500
RL,2004.0,7.0,5,9750,470.0,0,3,,6,186500
RL,2004.0,7.0,5,8450,484.0,0,3,2.0,8,210000
RL,2004.0,7.0,5,8320,520.0,0,3,2.0,6,185900
RL,2007.0,8.0,5,11049,484.0,0,3,2.0,7,179900
RL,2007.0,7.0,6,11058,814.0,0,3,,6,218836
RL,2007.0,7.0,5,9627,610.0,0,3,,6,193000
RL,,7.0,5,8199,410.0,0,3,,7,189000
RM,2004.0,6.0,5,4426,420.0,0,1,1.0,3,149300
RM,2004.0,6.0,5,4426,420.0,0,1,1.0,3,141000
RM,2004.0,6.0,5,4438,420.0,0,1,1.0,3,149000
RM,2004.0,6.0,5,4438,420.0,0,1,1.0,4,144500
RL,,5.0,7,8777,0.0,0,2,1.0,4,85000
RL,1900.0,5.0,7,8777,0.0,0,4,2.0,9,145900
RL,1966.0,5.0,5,9825,264.0,0,3,1.0,6,123000
RL,,5.0,6,9937,276.0,0,3,1.0,6,147500
RL,1976.0,5.0,5,12102,504.0,0,3,1.0,6,165000
RL,1976.0,6.0,6,6500,480.0,0,3,1.0,6,135000
RL,1940.0,5.0,6,13907,0.0,0,3,,6,108000
RL,1972.0,4.0,5,10012,588.0,0,3,2.0,6,137500
RL,2003.0,,5,6931,397.0,0,3,2.0,7,165400
RL,1977.0,6.0,6,9638,542.0,0,3,1.0,6,147000
RL,1976.0,,7,7200,440.0,0,3,1.0,6,160500
RL,2005.0,,5,7024,451.0,0,2,1.0,5,176000
RL,1959.0,5.0,7,47007,624.0,0,5,3.0,11,284700
RL,2008.0,10.0,5,63887,1418.0,480,3,,12,160000
RM,,6.0,5,3675,525.0,0,2,,5,148000
RL,1955.0,4.0,5,6040,0.0,0,2,2.0,6,82000
RL,1955.0,4.0,5,6012,0.0,0,2,2.0,6,82000
RL,1955.0,4.0,4,12108,0.0,0,4,2.0,8,118000
RL,1955.0,4.0,5,6845,0.0,0,2,,6,82500
RL,1955.0,4.0,5,6931,0.0,0,2,1.0,4,91900
RL,1938.0,5.0,7,12180,0.0,0,2,,5,120000
RL,1947.0,5.0,8,8050,0.0,0,4,1.0,8,96000
RL,1953.0,4.0,5,9520,286.0,0,2,1.0,5,99000
RL,1946.0,5.0,6,11767,240.0,0,3,1.0,6,130500
RL,1954.0,4.0,6,8172,548.0,0,4,,7,135000
RL,1955.0,5.0,7,16466,300.0,0,3,,8,135500
RL,1954.0,4.0,6,7692,312.0,0,3,1.0,6,100000
RL,1923.0,4.0,7,5142,205.0,0,3,1.0,6,108000
RL,1925.0,5.0,6,5604,0.0,0,2,1.0,5,98000
RL,,3.0,3,8248,0.0,0,2,,5,67000
RL,,5.0,6,5687,0.0,0,6,2.0,9,135900
RH,,6.0,8,12155,400.0,0,4,,7,140000
RL,,5.0,8,8400,240.0,0,4,,8,179500
RL,1925.0,6.0,5,8400,576.0,0,4,2.0,7,136500
RL,1921.0,7.0,8,7290,312.0,0,2,2.0,7,168000
RH,1911.0,5.0,6,8525,0.0,0,4,1.0,7,130000
RL,1921.0,5.0,6,9842,621.0,0,4,3.0,8,189000
RL,1930.0,6.0,7,7804,480.0,0,4,,10,161900
RL,1926.0,6.0,6,8969,369.0,0,2,1.0,6,145000
RL,1922.0,6.0,7,11526,672.0,0,3,,11,191000
RL,,6.0,7,15576,308.0,0,4,2.0,8,177000
RL,1914.0,6.0,6,15564,400.0,0,3,1.0,6,147500
RL,1930.0,6.0,5,6292,160.0,0,2,1.0,4,91000
RL,1925.0,8.0,9,7609,180.0,0,3,2.0,7,231000
RL,1936.0,6.0,5,10480,240.0,0,3,,6,115000
RL,,6.0,3,9650,599.0,0,4,1.0,7,138000
RL,1931.0,7.0,6,7200,270.0,0,3,,6,149000
RL,1934.0,6.0,7,11988,240.0,0,3,1.0,6,188700
RL,,5.0,6,11700,240.0,0,4,2.0,7,198000
RL,1938.0,5.0,4,9260,225.0,0,3,1.0,6,110000
RL,1951.0,6.0,5,7801,344.0,0,2,1.0,5,104000
RL,1935.0,8.0,6,9670,786.0,0,4,1.0,9,257076
RL,1935.0,8.0,9,14100,1014.0,0,4,3.0,11,381000
RL,,7.0,9,15660,431.0,0,3,1.0,8,311500
RL,1950.0,7.0,9,12392,506.0,0,3,2.0,8,263400
RL,1956.0,5.0,5,26073,484.0,0,3,2.0,7,236500
RL,1954.0,6.0,7,14778,924.0,0,3,1.0,7,224000
RM,,,6,1879,462.0,0,2,1.0,5,116500
RM,1980.0,6.0,6,1950,452.0,0,3,2.0,6,151000
RM,1926.0,6.0,8,7000,195.0,0,2,1.0,5,126000
RM,1940.0,6.0,8,6000,240.0,0,3,1.0,5,120000
RM,1922.0,4.0,4,3636,0.0,0,2,1.0,5,55000
RM,,6.0,8,5890,432.0,0,2,1.0,5,120500
RM,1940.0,5.0,6,6900,924.0,0,2,1.0,4,120500
RM,1930.0,5.0,7,8155,0.0,0,4,1.0,7,119000
RM,1967.0,5.0,5,6000,288.0,0,3,1.0,7,126000
RM,1930.0,5.0,7,7392,360.0,0,2,1.0,5,99500
RM,1958.0,5.0,5,9000,356.0,0,4,2.0,7,165500
A (agr),1952.0,1.0,5,14584,487.0,0,2,1.0,4,13100
C (all),1895.0,4.0,7,5280,185.0,0,2,1.0,6,89000
C (all),1920.0,4.0,4,8500,250.0,0,3,,6,40000
C (all),,4.0,7,5150,195.0,0,2,,5,80900
C (all),,3.0,4,18000,1248.0,0,2,1.0,6,81000
C (all),1920.0,4.0,6,9000,216.0,0,3,1.0,5,65000
RM,2008.0,8.0,5,5587,482.0,0,2,2.0,5,392500
RM,2007.0,8.0,5,3843,525.0,0,2,,5,294464
RM,2004.0,7.0,5,3811,482.0,0,2,2.0,5,250000
RM,2004.0,8.0,5,3842,482.0,0,2,2.0,5,275000
RL,1996.0,7.0,5,23730,786.0,0,3,3.0,7,300000
RL,2002.0,8.0,5,13265,857.0,0,3,2.0,7,271000
RL,,7.0,5,11050,816.0,0,3,2.0,8,213000
RL,1977.0,6.0,6,9880,358.0,576,3,1.0,6,171000
RL,,6.0,6,10125,473.0,0,3,2.0,6,171500
RL,1976.0,5.0,4,10260,484.0,0,4,2.0,8,100000
RL,1991.0,,5,9990,432.0,0,3,2.0,6,228500
RL,1965.0,5.0,6,164660,529.0,0,3,2.0,7,228950
RL,1986.0,7.0,6,4084,512.0,0,2,2.0,6,241500
RL,1976.0,8.0,6,15498,665.0,0,2,2.0,10,287000
RL,2006.0,8.0,5,11563,788.0,0,3,2.0,8,294000
RL,2007.0,8.0,5,9520,800.0,0,3,2.0,7,293077
RL,2007.0,8.0,5,12852,612.0,0,3,2.0,6,264966
RL,2006.0,5.0,5,9802,400.0,0,3,2.0,6,172500
RL,2006.0,5.0,5,9735,400.0,0,3,2.0,7,167500
RL,2008.0,7.0,5,12018,666.0,0,3,,6,218689
RL,1989.0,6.0,5,12890,438.0,0,3,2.0,8,150000
RL,1986.0,6.0,5,12416,616.0,0,3,2.0,7,184000
RL,1986.0,6.0,5,18265,578.0,0,3,,6,180000
RL,1988.0,,5,10200,600.0,0,3,,5,175000
RL,,8.0,5,11202,467.0,0,3,2.0,7,232500
RL,1999.0,6.0,5,7915,435.0,0,3,2.0,6,195000
RL,2003.0,8.0,5,12244,749.0,0,4,2.0,10,305000
RL,2007.0,8.0,5,11449,520.0,0,3,2.0,7,298751
RL,2005.0,8.0,5,11447,892.0,0,3,2.0,7,370000
RM,1997.0,7.0,5,8940,784.0,0,2,2.0,8,209200
RM,1997.0,7.0,5,7060,784.0,0,2,2.0,8,206300
RL,2007.0,5.0,5,9278,0.0,0,2,1.0,5,146000
RM,1997.0,6.0,5,4500,392.0,0,2,2.0,4,160500
RL,1964.0,4.0,5,14137,850.0,0,3,1.0,6,173000
RM,1975.0,5.0,6,4224,499.0,0,3,1.0,6,124000
RM,1976.0,5.0,6,2665,336.0,0,3,1.0,4,115000
RM,1976.0,5.0,7,2665,336.0,0,4,2.0,6,129500
RM,1973.0,4.0,7,1974,297.0,0,2,1.0,5,105000
RM,1973.0,4.0,6,1596,297.0,0,1,1.0,4,94900
RL,1968.0,5.0,6,17979,257.0,0,3,1.0,6,152500
RM,1970.0,6.0,9,1477,0.0,0,3,2.0,6,98000
RM,1972.0,4.0,7,1890,0.0,0,1,1.0,3,81000
RL,1954.0,5.0,5,21750,520.0,0,2,1.0,4,113000
RL,1983.0,5.0,7,6490,264.0,0,2,1.0,4,128500
RL,1984.0,5.0,5,6951,264.0,0,3,1.0,5,119500
RL,1982.0,,9,6600,264.0,0,3,1.0,5,130500
RL,1982.0,5.0,8,6600,816.0,0,2,,4,138000
RL,1982.0,5.0,6,6600,264.0,0,3,1.0,6,134500
RL,1940.0,6.0,7,12508,423.0,0,4,2.0,7,160000
RL,1984.0,5.0,6,12395,484.0,0,3,1.0,6,137500
RL,1969.0,5.0,4,11075,530.0,0,4,2.0,7,172000
I (all),1900.0,5.0,1,56600,288.0,0,4,2.0,7,103000
RL,1971.0,6.0,6,10667,525.0,0,3,2.0,7,167300
RL,1970.0,7.0,5,10628,526.0,0,2,1.0,5,167000
RL,1973.0,7.0,6,13651,516.0,0,3,2.0,8,244000
RL,1970.0,8.0,6,15865,621.0,0,4,2.0,8,268000
RL,2003.0,7.0,5,12394,433.0,0,3,,7,225000
RL,,6.0,5,10364,373.0,0,3,2.0,7,168000
RL,1997.0,6.0,6,13869,388.0,0,3,2.0,6,177000
RL,1997.0,6.0,5,8773,460.0,0,3,2.0,7,169000
RL,,6.0,5,8872,390.0,0,3,2.0,7,161500
RL,2000.0,8.0,5,5330,499.0,0,2,2.0,6,251000
RL,1994.0,6.0,5,10147,398.0,0,3,2.0,7,160000
RL,1999.0,6.0,5,8637,451.0,0,3,2.0,7,180000
RL,1996.0,7.0,5,7875,420.0,0,3,,6,178750
RL,1995.0,,5,7875,402.0,0,3,2.0,6,176000
RL,1999.0,6.0,5,7500,482.0,0,5,3.0,7,204000
RL,1992.0,7.0,5,9556,420.0,0,3,2.0,6,160000
RL,1991.0,7.0,5,10784,402.0,0,3,,7,160000
RL,1992.0,7.0,5,9125,392.0,0,3,2.0,7,163900
RL,1993.0,6.0,5,7655,392.0,0,3,2.0,7,168000
RL,1964.0,6.0,6,18160,480.0,0,3,1.0,6,154204
RL,1986.0,8.0,5,3696,461.0,0,2,,5,170000
RL,1984.0,7.0,5,5062,577.0,0,3,,6,207500
RL,1988.0,8.0,5,4740,480.0,0,2,2.0,5,182000
RL,,8.0,5,5118,484.0,0,1,1.0,4,212000
RL,,9.0,5,14157,676.0,0,3,2.0,8,377426
RL,,8.0,5,12328,729.0,0,4,3.0,10,349265
RL,2006.0,9.0,5,51974,1110.0,0,4,,8,591587
RL,1969.0,,5,41600,828.0,0,3,1.0,7,155000
RL,2006.0,9.0,5,8035,556.0,0,2,2.0,6,319900
RL,2007.0,8.0,6,8089,567.0,0,2,2.0,7,392000
RL,2006.0,8.0,5,14082,724.0,0,1,,7,441929
RL,2006.0,10.0,5,13870,724.0,0,3,2.0,8,455000
RL,1981.0,6.0,7,12546,467.0,0,3,2.0,7,182900
RL,1984.0,,5,10960,480.0,0,3,,5,174000
RL,,,7,12090,477.0,0,3,3.0,7,178000
RL,1981.0,7.0,7,12090,484.0,0,3,,6,176000
RL,1978.0,7.0,6,12299,663.0,0,3,2.0,7,213000
RL,,7.0,5,11339,481.0,0,4,,9,192000
RL,1977.0,7.0,6,11952,534.0,0,3,2.0,8,190000
RL,1976.0,6.0,6,12046,551.0,0,4,2.0,8,195000
RL,1978.0,6.0,6,10395,564.0,0,3,,6,148000
RL,1984.0,6.0,6,11850,495.0,0,3,2.0,6,151500
RL,,7.0,6,11584,550.0,0,3,,6,197000
RL,1979.0,6.0,5,10400,478.0,0,2,2.0,5,192350
RL,1969.0,,5,10793,462.0,0,4,2.0,7,152000
RL,1971.0,6.0,5,13001,944.0,0,2,,6,170000
RL,1971.0,5.0,6,12243,487.0,0,3,,7,175000
RL,1968.0,,6,11700,539.0,0,3,1.0,7,175000
RL,1976.0,,7,12384,550.0,0,3,2.0,7,197900
RL,1976.0,7.0,6,8991,585.0,0,3,,5,174000
RL,1974.0,6.0,6,8000,488.0,0,4,,8,178900
RL,1971.0,,7,10500,288.0,0,3,,5,139000
RL,1971.0,6.0,5,10530,576.0,0,3,1.0,5,143250
RL,1972.0,7.0,9,7472,484.0,0,4,1.0,7,184000
RL,,5.0,6,9457,576.0,0,3,,7,155000
RL,1970.0,5.0,5,7920,368.0,0,3,1.0,5,133000
RL,1971.0,5.0,5,9758,280.0,0,3,1.0,5,119500
RL,1971.0,4.0,5,8294,480.0,0,3,1.0,5,123000
RL,1971.0,4.0,6,7340,684.0,0,2,1.0,4,110000
RL,1961.0,,7,17199,270.0,0,2,1.0,4,128000
RL,,4.0,6,9000,528.0,0,3,,5,120500
RH,1998.0,7.0,5,4058,367.0,0,1,1.0,4,133000
RH,,6.0,5,4113,511.0,0,2,2.0,5,155000
RH,1997.0,6.0,5,10943,522.0,0,2,,5,177000
RM,1973.0,,6,2205,264.0,0,3,1.0,6,113500
RM,1973.0,6.0,5,1890,264.0,0,3,1.0,7,113000
RM,1973.0,6.0,5,2058,264.0,0,4,,7,113700
RM,1970.0,5.0,5,2016,440.0,0,3,2.0,6,106000
RM,1971.0,5.0,5,1920,440.0,0,2,1.0,6,122500
RL,1976.0,6.0,5,4928,440.0,0,2,2.0,5,128000
RL,1976.0,6.0,6,2308,440.0,0,3,2.0,7,155000
RL,,7.0,7,2304,319.0,0,2,2.0,4,142500
RL,,,6,7150,360.0,0,3,1.0,5,129250
RL,2006.0,9.0,5,12469,730.0,0,3,2.0,7,356000
RL,2007.0,9.0,5,11694,774.0,0,3,2.0,9,314813
RL,2007.0,8.0,5,12030,818.0,0,3,2.0,7,318000
RL,2006.0,8.0,5,11825,856.0,0,3,,7,322400
RL,2007.0,8.0,5,12085,928.0,0,3,2.0,7,318000
RL,2007.0,8.0,5,14333,938.0,0,2,2.0,7,345474
RL,2006.0,9.0,5,14450,732.0,0,3,,8,415298
RL,,9.0,5,13641,1040.0,0,3,2.0,8,492000
RL,2006.0,8.0,5,13440,670.0,0,4,,11,338931
RL,2005.0,10.0,5,15431,878.0,0,2,2.0,7,450000
RL,2006.0,7.0,5,14154,947.0,0,3,2.0,9,280000
RL,2007.0,9.0,5,13891,932.0,0,3,2.0,8,479069
RL,2006.0,8.0,5,14226,895.0,0,3,2.0,9,395000
RL,2006.0,9.0,5,13693,694.0,0,3,2.0,9,380000
RL,2006.0,8.0,5,11428,866.0,0,3,2.0,7,250000
RL,2006.0,,5,14977,908.0,0,2,2.0,7,440000
RL,2005.0,9.0,5,13654,814.0,0,4,,9,418000
RL,2007.0,10.0,5,17169,1174.0,0,2,2.0,7,500067
RL,2007.0,8.0,5,16659,728.0,0,3,2.0,7,260116
RL,2004.0,8.0,5,9591,852.0,0,4,2.0,9,317000
RL,,8.0,5,9709,786.0,0,3,,8,319500
RL,2007.0,8.0,5,10562,789.0,0,3,1.0,8,325624
RL,2006.0,9.0,5,13615,843.0,0,3,2.0,7,372000
RL,2004.0,8.0,5,13069,916.0,0,5,2.0,11,342000
RL,2004.0,8.0,5,12099,872.0,0,4,,10,354000
RL,2003.0,8.0,5,14277,818.0,0,3,2.0,7,350000
RL,2003.0,8.0,5,11999,656.0,0,4,2.0,10,285000
