Order,MS Zoning,Year Built,Overall Qual,Overall Cond,Lot Area,Garage Area,Pool Area,Bedroom AbvGr,Full Bath,TotRms AbvGrd,SalePrice
1177,FV,,8.0,5,2645,480.0,0,3,2.0,7,200000
1178,FV,1998.0,10.0,5,3951,846.0,0,2,2.0,7,345000
1179,RL,1996.0,8.0,5,14963,500.0,0,1,1.0,4,245500
1180,RL,1995.0,8.0,5,11064,477.0,0,1,1.0,4,217500
1181,RL,1993.0,8.0,5,10846,473.0,0,1,1.0,6,324000
1182,RL,1984.0,6.0,6,11120,516.0,0,3,2.0,6,162500
1183,RL,1977.0,9.0,3,24572,864.0,0,3,2.0,9,150000
1184,RL,1976.0,8.0,9,16280,550.0,0,3,3.0,6,290000
1185,FV,2002.0,7.0,5,7500,469.0,0,3,2.0,7,205000
1186,RL,1970.0,7.0,6,10400,530.0,0,3,2.0,7,174000
1187,RL,1969.0,6.0,6,11104,516.0,0,4,2.0,7,183000
1188,RL,1968.0,6.0,5,11050,512.0,0,4,1.0,8,150000
1189,RL,1971.0,6.0,7,11040,528.0,0,3,2.0,5,145000
1190,RL,1967.0,7.0,7,15387,578.0,0,4,2.0,8,215000
1191,RL,1965.0,5.0,6,9750,484.0,0,4,2.0,8,140500
1192,RL,1974.0,6.0,7,10800,624.0,0,4,2.0,9,240000
1193,RL,1968.0,5.0,6,8814,470.0,0,4,1.0,7,141000
1194,RL,1965.0,5.0,8,8872,576.0,0,2,1.0,5,147000
1195,RL,1965.0,,7,8125,576.0,0,3,1.0,5,135000
1196,RL,1965.0,5.0,5,11072,576.0,0,6,2.0,10,145000
1197,RL,1965.0,5.0,5,13101,576.0,0,6,2.0,10,142600
1198,RL,1973.0,,5,9246,506.0,0,4,2.0,8,135000
1199,RL,1971.0,7.0,6,13355,464.0,0,4,1.0,7,170000
1200,RL,1976.0,8.0,9,8963,831.0,0,4,3.0,11,299800
1201,RL,1974.0,6.0,6,9120,540.0,0,4,,8,185000
1202,RL,,6.0,8,9130,484.0,0,4,1.0,7,173000
1203,RL,,7.0,9,12122,588.0,0,3,,6,178400
1204,RL,,7.0,5,9900,486.0,0,4,2.0,9,176000
1205,RL,1956.0,5.0,5,7785,267.0,0,2,,6,98000
1206,RL,1957.0,4.0,6,8593,352.0,0,3,1.0,5,109008
1207,RL,,,7,8475,283.0,0,2,1.0,4,135750
1208,RL,1963.0,5.0,6,8700,525.0,0,3,2.0,6,155000
1209,RL,1964.0,6.0,5,10175,576.0,0,3,2.0,7,180500
1210,RL,1966.0,6.0,7,9020,490.0,0,3,1.0,6,174900
1211,RL,1965.0,6.0,6,9200,384.0,0,3,1.0,5,140000
1212,RL,1964.0,6.0,7,8250,504.0,0,3,1.0,6,145000
1213,RL,1965.0,5.0,8,9350,502.0,0,3,2.0,6,179900
1214,RL,,6.0,5,9020,520.0,0,3,1.0,6,168500
1215,RL,1961.0,5.0,5,9900,451.0,0,3,1.0,5,140000
1216,RL,1959.0,5.0,7,10007,312.0,0,3,1.0,5,145500
1217,RL,,6.0,6,10721,528.0,0,3,1.0,7,142000
1218,RL,1960.0,4.0,5,12493,312.0,0,3,1.0,6,141000
1219,RL,1960.0,5.0,7,11332,264.0,0,3,1.0,6,153000
1220,RL,1949.0,3.0,6,6627,287.0,0,2,1.0,4,72500
1221,RL,1935.0,,6,4130,0.0,0,2,1.0,5,52000
1222,RL,1939.0,5.0,6,7420,205.0,0,2,1.0,5,118000
1223,RL,1937.0,4.0,7,4882,231.0,0,2,1.0,5,87000
1224,RL,1960.0,5.0,6,9600,450.0,0,3,2.0,6,141500
1225,RL,,6.0,5,9600,288.0,0,3,1.0,6,119000
1226,RL,1950.0,,8,9600,264.0,0,3,,7,141500
1227,RL,1955.0,6.0,6,9600,377.0,0,3,1.0,8,165500
1228,RL,1953.0,,5,7584,312.0,0,3,,5,112900
1229,RL,1965.0,7.0,6,13700,492.0,0,4,1.0,8,201800
1230,RL,,6.0,5,10197,504.0,0,3,1.0,6,163000
1231,RL,1961.0,5.0,6,7875,456.0,0,3,1.0,6,139950
1232,RL,1962.0,6.0,9,8400,462.0,0,3,1.0,7,174000
1233,RL,1962.0,6.0,5,9150,296.0,0,3,1.0,6,165000
1234,RL,1966.0,6.0,7,14670,480.0,0,4,2.0,9,227000
1235,RL,1955.0,5.0,7,7390,260.0,0,3,1.0,6,135000
1236,RL,1963.0,5.0,5,9204,336.0,0,3,1.0,6,124000
1237,RL,1962.0,5.0,7,7763,506.0,0,3,1.0,6,140000
1238,RL,1957.0,5.0,4,8856,292.0,0,3,,6,136500
1239,RL,1959.0,,7,9840,480.0,0,2,2.0,7,185000
1240,RL,1958.0,6.0,6,9120,433.0,0,3,1.0,6,163000
1241,RL,1958.0,6.0,6,13200,441.0,0,3,1.0,5,166800
1242,RL,1956.0,6.0,5,9000,297.0,0,2,1.0,6,139000
1243,RL,1957.0,6.0,5,11900,458.0,0,3,1.0,6,166000
1244,RL,1958.0,6.0,7,9464,288.0,0,3,1.0,5,136000
1245,RL,1956.0,,5,10425,384.0,0,3,1.0,5,133000
1246,RL,1952.0,5.0,6,11556,240.0,0,2,1.0,4,116000
1247,RL,1953.0,,6,9373,636.0,0,3,1.0,6,137500
1248,RL,1953.0,,5,12774,400.0,0,2,1.0,5,130000
1249,RL,1957.0,6.0,5,14250,540.0,0,3,2.0,6,180000
1250,RL,1951.0,5.0,7,7350,840.0,0,2,1.0,4,139000
1251,RL,1953.0,5.0,5,7677,240.0,0,2,,4,110000
1252,RL,1957.0,5.0,3,8838,301.0,0,4,2.0,7,100000
1253,RL,1947.0,,5,8480,336.0,0,2,1.0,6,118500
1254,RL,1957.0,5.0,5,12436,484.0,0,5,2.0,9,146000
1255,RL,1948.0,4.0,6,10122,390.0,0,1,,3,89900
1256,RL,,5.0,8,7506,288.0,0,3,1.0,5,114000
1257,RL,1945.0,5.0,6,10930,288.0,0,3,1.0,6,140000
1258,RL,1940.0,4.0,7,5400,308.0,0,2,1.0,4,86900
1259,RL,1922.0,5.0,5,10836,1488.0,0,3,1.0,7,139000
1260,RL,1900.0,,7,10800,0.0,0,3,2.0,7,106250
1261,RL,1962.0,6.0,6,9247,490.0,0,4,1.0,8,171000
1262,RL,1968.0,5.0,6,10180,372.0,0,3,1.0,5,139000
1263,RL,1958.0,7.0,7,11355,495.0,0,3,1.0,6,186000
1264,RL,1960.0,6.0,5,10920,352.0,0,2,1.0,5,157000
1265,RL,1960.0,6.0,6,12929,401.0,0,3,1.0,5,148000
1266,RL,1960.0,7.0,7,27650,505.0,0,4,2.0,9,242000
1267,RL,1953.0,5.0,7,8892,414.0,0,3,1.0,5,116000
1268,RL,1951.0,5.0,7,7200,576.0,0,2,,5,94000
1269,RL,,5.0,5,7200,420.0,0,3,1.0,7,98300
1270,RL,1960.0,5.0,5,7910,404.0,0,4,2.0,7,127000
1271,RL,1959.0,5.0,6,8000,311.0,0,3,1.0,6,159000
1272,RL,1962.0,5.0,5,8000,299.0,0,3,1.0,6,125900
1273,RL,,5.0,6,7931,308.0,0,3,1.0,6,155000
1274,RL,1948.0,6.0,6,8064,576.0,0,3,2.0,5,138000
1275,RL,1954.0,6.0,7,6390,280.0,0,2,1.0,4,112500
1276,RL,1954.0,,6,7227,528.0,0,2,1.0,4,105500
1277,RL,1954.0,6.0,5,7200,240.0,0,4,1.0,6,127500
1278,RL,1961.0,5.0,5,8513,0.0,0,6,2.0,10,130000
1279,RL,1955.0,5.0,6,7200,480.0,0,3,1.0,6,150000
1280,RL,1954.0,5.0,7,7200,350.0,0,2,1.0,4,109500
1281,RL,1963.0,6.0,5,7056,483.0,0,4,1.0,8,140000
1282,RL,1964.0,6.0,6,9760,442.0,0,4,1.0,7,167900
1283,RL,1963.0,5.0,5,7590,264.0,0,3,1.0,6,136870
1284,RM,2008.0,6.0,5,9836,308.0,0,3,1.0,7,143000
1285,RM,1925.0,5.0,5,5232,504.0,0,2,1.0,4,73000
1286,RM,1904.0,5.0,8,10440,686.0,0,3,2.0,8,157500
1287,RM,1948.0,5.0,7,9184,400.0,0,3,1.0,6,122600
1288,RM,1910.0,5.0,5,4800,330.0,0,2,1.0,6,111000
1289,RM,1920.0,6.0,7,10440,520.0,0,5,2.0,8,256000
1290,RM,1940.0,5.0,4,4800,256.0,0,2,1.0,4,64000
1291,RM,1915.0,6.0,7,6000,308.0,0,4,1.0,7,139500
1292,RM,1910.0,4.0,6,11426,0.0,0,3,2.0,9,118000
1293,RM,2003.0,7.0,5,11426,484.0,0,3,2.0,6,200000
1294,RM,1940.0,4.0,6,7628,440.0,0,2,2.0,8,119164
1295,RM,1920.0,5.0,5,7308,225.0,0,2,1.0,6,122250
1296,RM,1920.0,7.0,6,5400,0.0,0,2,1.0,5,120000
1297,RM,1940.0,,6,10800,828.0,0,3,2.0,8,155000
1298,RM,1910.0,5.0,6,6756,200.0,0,2,1.0,5,78000
1299,RM,,5.0,9,5914,0.0,0,3,1.0,5,95000
1300,RM,1948.0,5.0,5,6000,250.0,0,2,,5,115000
1301,RM,1948.0,5.0,7,12000,528.0,0,2,1.0,6,147000
1302,RM,1946.0,5.0,6,9000,869.0,0,3,1.0,5,140000
1303,RM,1946.0,2.0,5,7311,297.0,0,1,1.0,3,46500
1304,RM,1957.0,5.0,6,6000,288.0,0,3,1.0,5,112500
1305,RM,1954.0,4.0,7,6000,281.0,0,2,1.0,4,107900
1306,RM,1949.0,3.0,1,12205,0.0,0,5,2.0,6,65000
1307,RM,1880.0,7.0,9,18386,870.0,0,3,3.0,10,295000
1308,RM,,5.0,5,9142,420.0,0,4,2.0,10,139500
1309,RM,1915.0,5.0,8,12665,720.0,0,4,,7,153900
1310,RM,1920.0,7.0,8,5350,288.0,0,3,1.0,7,132000
1311,RM,1916.0,5.0,5,4571,513.0,0,4,1.0,7,98000
1312,RM,1900.0,5.0,7,9143,308.0,0,2,,5,114000
1313,RM,1920.0,5.0,5,9600,393.0,0,4,2.0,10,130000
1314,RM,1917.0,6.0,5,9600,396.0,0,3,1.0,8,129500
1315,RM,1905.0,5.0,9,6000,0.0,0,3,1.0,7,129400
1316,RM,1928.0,7.0,9,9600,360.0,0,3,2.0,7,161000
1317,RM,,6.0,7,10800,672.0,0,3,2.0,7,163000
1318,RM,1914.0,6.0,6,6300,0.0,0,3,2.0,9,128000
1319,RM,1872.0,8.0,5,5250,0.0,0,4,2.0,8,122000
1320,RM,1926.0,7.0,7,5700,288.0,0,2,1.0,5,116900
1321,RM,1893.0,10.0,9,13500,880.0,0,3,3.0,9,325000
1322,RM,,2.0,1,11340,400.0,0,2,1.0,5,55000
1323,RM,1890.0,7.0,7,10800,342.0,0,5,2.0,10,184000
1324,RM,1959.0,,6,9750,308.0,0,2,1.0,5,110000
1325,RM,1954.0,5.0,5,12150,352.0,0,4,2.0,7,131500
1326,RM,1956.0,5.0,5,12702,308.0,0,2,1.0,4,97000
1327,RM,1958.0,4.0,6,8516,308.0,0,2,1.0,5,115500
1328,RL,1928.0,5.0,7,7111,288.0,0,2,1.0,5,138000
1329,RM,1945.0,7.0,7,7425,252.0,0,3,1.0,8,108000
1330,RM,1930.0,5.0,6,9100,308.0,0,2,1.0,4,79500
1331,RL,1935.0,5.0,5,7010,240.0,0,3,2.0,6,153000
1332,RM,1924.0,5.0,6,6130,0.0,0,2,1.0,5,109500
1333,RM,1941.0,5.0,7,5000,240.0,0,3,1.0,6,124000
1334,RM,1900.0,6.0,9,5870,200.0,0,3,1.0,6,106900
1335,RM,1940.0,6.0,7,6000,240.0,0,3,1.0,6,164900
1336,RM,1924.0,5.0,7,6000,370.0,0,2,1.0,5,119000
1337,RM,1929.0,6.0,7,6000,208.0,0,3,1.0,5,120000
1338,RM,1937.0,6.0,7,6000,672.0,0,3,2.0,5,157000
1339,RM,1939.0,6.0,5,6000,240.0,0,2,2.0,7,105000
1340,RM,1926.0,6.0,7,5000,160.0,0,3,1.0,6,113000
1341,RM,1920.0,5.0,7,5520,355.0,0,3,,6,115000
1342,RM,1946.0,4.0,7,5940,280.0,0,2,1.0,4,79000
1343,RM,1929.0,4.0,7,6240,336.0,0,2,,6,123000
1344,RM,1945.0,5.0,6,6120,164.0,0,1,1.0,6,81300
1345,RM,1930.0,5.0,7,6240,360.0,0,3,2.0,8,162900
1346,RM,1939.0,,5,6240,400.0,0,4,2.0,7,150000
1347,RM,,5.0,5,6120,576.0,0,4,2.0,7,123500
1348,RM,1931.0,,5,6120,468.0,0,2,2.0,8,129900
1349,RM,1920.0,6.0,8,6155,502.0,0,3,2.0,6,128000
1350,RM,1927.0,4.0,6,6324,240.0,0,1,,4,68500
1351,RM,1948.0,5.0,5,8635,240.0,0,2,1.0,6,127000
1352,RL,1923.0,6.0,7,13053,370.0,0,4,1.0,8,207000
1353,RL,1925.0,7.0,6,9120,240.0,0,4,2.0,8,184000
1354,RL,1915.0,6.0,4,9144,672.0,0,4,2.0,8,162500
1355,RL,1940.0,,5,9144,240.0,0,3,1.0,8,145000
1356,RL,1918.0,6.0,7,10267,275.0,0,2,1.0,5,130000
1357,RM,1910.0,6.0,8,8094,360.0,0,5,2.0,8,160000
1358,RM,1925.0,8.0,7,5100,228.0,0,3,1.0,7,161000
1359,RM,1910.0,6.0,8,4347,228.0,0,3,1.0,7,127500
1360,RM,1930.0,6.0,6,6291,440.0,0,1,1.0,4,93850
1361,RM,,6.0,6,10266,308.0,0,4,1.0,7,136000
1362,RM,1938.0,6.0,6,6876,400.0,0,4,2.0,9,141000
1363,RM,1915.0,5.0,6,10320,400.0,0,2,2.0,6,120000
1364,RM,1925.0,,7,7200,320.0,0,2,,5,127500
1365,RM,1925.0,6.0,6,7006,384.0,0,3,2.0,6,127000
1366,RM,1920.0,6.0,7,7920,0.0,0,3,1.0,6,89500
1367,RM,1955.0,5.0,7,8235,720.0,0,2,1.0,4,125000
1368,RM,1920.0,6.0,7,5586,0.0,0,4,1.0,7,79900
1369,RM,1912.0,5.0,8,10320,576.0,0,1,1.0,5,85000
1370,RM,1915.0,3.0,3,10320,0.0,0,3,2.0,8,82375
1371,RM,1906.0,6.0,7,10320,216.0,0,3,1.0,7,135000
1372,RL,,5.0,6,9488,240.0,0,3,1.0,6,124000
1373,RL,1968.0,5.0,5,8250,322.0,0,3,1.0,5,134000
1374,RL,1948.0,5.0,5,21286,312.0,0,4,2.0,7,135000
1375,RL,1959.0,4.0,4,17120,680.0,0,4,2.0,7,134432
1376,RL,1940.0,5.0,7,10106,0.0,0,4,2.0,6,127500
1377,RL,1963.0,5.0,6,11235,440.0,0,3,1.0,6,148000
1378,RL,1965.0,,5,11200,384.0,0,3,1.0,5,129500
1379,RL,1978.0,,5,13014,484.0,0,3,1.0,6,157500
1380,RL,1966.0,,7,7162,408.0,0,3,1.0,6,109900
1381,RL,1967.0,5.0,7,10265,294.0,0,3,,6,145000
1382,RL,1967.0,5.0,7,9764,450.0,0,3,1.0,5,130000
1383,RL,1978.0,6.0,8,7703,504.0,0,3,1.0,6,153000
1384,RL,1967.0,5.0,5,9981,270.0,0,3,1.0,6,120000
1385,RL,1984.0,5.0,5,7400,506.0,0,2,,5,152000
1386,RL,1969.0,4.0,4,12900,400.0,0,0,0.0,6,108959
1387,RL,1920.0,5.0,4,12900,400.0,0,3,1.0,6,95541
1388,RL,1959.0,5.0,3,9000,0.0,0,3,1.0,5,80000
1389,RL,1966.0,5.0,6,8544,271.0,0,3,1.0,6,149350
1390,RL,1963.0,5.0,8,9239,300.0,0,3,1.0,6,144900
1391,RL,1956.0,6.0,8,14175,621.0,0,1,1.0,4,185000
1392,RL,1954.0,5.0,5,13284,354.0,0,3,1.0,6,165000
1393,RL,1960.0,6.0,7,13500,564.0,0,1,,4,235000
1394,RL,1958.0,5.0,6,13825,300.0,0,3,1.0,6,140000
1395,RL,1940.0,5.0,8,10200,240.0,0,2,1.0,4,108000
1396,RL,1960.0,5.0,3,10532,626.0,0,3,2.0,7,145000
1397,RL,1941.0,5.0,7,8375,627.0,0,2,1.0,6,152400
1398,RL,1970.0,5.0,8,10200,912.0,0,3,1.0,5,144000
1399,RL,1996.0,6.0,5,2887,431.0,0,2,1.0,6,173000
1400,RL,1977.0,7.0,5,10005,505.0,0,4,2.0,8,192000
1401,RL,1979.0,7.0,6,20270,478.0,0,3,2.0,7,245000
1402,RL,1954.0,7.0,7,39104,439.0,0,2,1.0,5,241500
1403,RL,1954.0,4.0,6,53227,529.0,0,2,1.0,6,256000
1404,RL,1959.0,6.0,7,11512,312.0,0,2,1.0,5,177000
1405,RL,1948.0,7.0,5,5190,249.0,0,2,1.0,5,125600
1406,RL,1953.0,6.0,5,10452,495.0,0,3,1.0,5,155000
1407,RL,1908.0,6.0,8,45600,360.0,0,5,3.0,10,240000
1408,RL,1940.0,5.0,7,19550,0.0,0,2,1.0,5,260000
1409,RL,1918.0,6.0,7,21780,396.0,0,4,2.0,8,185000
1410,RL,1935.0,6.0,7,13728,540.0,0,4,2.0,7,235000
1411,RL,1956.0,5.0,6,9571,322.0,0,3,1.0,6,159900
1412,RL,1975.0,,5,9350,0.0,0,2,1.0,4,99600
1413,RL,1962.0,6.0,8,9360,280.0,0,3,1.0,7,134500
1414,RL,1900.0,5.0,8,8405,384.0,0,4,1.0,7,119000
1415,RL,,5.0,7,7000,0.0,0,3,1.0,5,107500
1416,RL,1950.0,5.0,5,10880,240.0,0,3,1.0,5,125000
1417,RL,1924.0,6.0,5,9600,0.0,0,2,,5,79000
1418,RL,1941.0,5.0,6,9084,200.0,0,3,1.0,5,95000
1419,RL,1990.0,7.0,5,11839,514.0,0,4,2.0,10,262280
1420,RL,1995.0,6.0,5,9771,614.0,0,4,2.0,9,260000
1421,RL,1994.0,7.0,5,9938,534.0,0,3,,7,226500
1422,RL,1993.0,7.0,5,14171,453.0,0,4,2.0,9,225000
1423,RL,1996.0,7.0,5,10541,472.0,0,3,2.0,8,229000
1424,RL,2007.0,7.0,5,10616,484.0,0,3,2.0,6,177439
1425,RL,2007.0,8.0,5,9345,864.0,0,3,2.0,7,248500
1426,RL,2008.0,9.0,5,11778,1348.0,0,3,2.0,7,475000
1427,RL,2008.0,9.0,5,11778,874.0,0,3,2.0,8,395039
1428,RL,1993.0,7.0,5,11228,678.0,0,3,2.0,9,228000
1429,RL,1995.0,8.0,5,11454,811.0,0,3,2.0,6,225000
1430,RL,1966.0,6.0,6,11500,438.0,0,2,2.0,6,195000
1431,RL,1997.0,6.0,5,12798,603.0,0,4,2.0,8,200000
1432,RL,1994.0,5.0,7,9750,528.0,0,3,1.0,5,155000
1433,RL,1995.0,5.0,6,9525,352.0,0,3,1.0,6,144000
1434,RL,1994.0,5.0,5,9245,672.0,0,3,1.0,5,145000
1435,RL,1997.0,7.0,5,8696,558.0,0,3,2.0,5,226001
1436,RL,1997.0,6.0,5,13142,600.0,0,3,2.0,6,215700
1437,RL,,7.0,5,8998,532.0,0,3,2.0,6,207500
1438,RL,1999.0,7.0,5,9179,588.0,0,3,2.0,7,193000
1439,RL,1998.0,7.0,5,8924,527.0,0,3,2.0,8,188000
1440,RL,1999.0,7.0,5,9382,577.0,0,3,2.0,6,191000
1441,RL,2002.0,7.0,5,12803,530.0,0,3,2.0,6,221000
1442,RL,2001.0,7.0,5,12435,564.0,0,3,2.0,7,231500
1443,RL,2000.0,7.0,5,12192,626.0,0,3,2.0,6,235000
1444,RL,2001.0,7.0,5,11250,608.0,0,3,2.0,6,223500
1445,RL,1975.0,5.0,6,9200,308.0,0,3,1.0,5,130250
1446,RL,1977.0,5.0,8,8385,328.0,0,3,2.0,6,149900
1447,RL,1978.0,,6,12250,528.0,0,3,1.0,5,158000
1448,RL,1978.0,6.0,6,10970,576.0,0,3,,5,147000
1449,RL,1975.0,5.0,6,9216,576.0,0,3,1.0,5,143195
1450,RL,1975.0,5.0,6,14330,440.0,0,2,2.0,5,163000
1451,RL,1975.0,5.0,6,7990,280.0,0,3,1.0,5,110000
1452,RL,1972.0,5.0,7,7180,352.0,0,3,1.0,5,127000
1453,RL,1972.0,5.0,7,7200,352.0,0,2,1.0,4,124900
1454,RL,2002.0,8.0,5,9742,534.0,0,3,,7,230000
1455,RL,2002.0,8.0,5,9473,577.0,0,3,2.0,7,237000
1456,RL,2000.0,7.0,5,10316,839.0,0,3,2.0,7,235000
1457,RL,2001.0,7.0,5,10400,570.0,0,3,2.0,8,230500
1458,RL,1999.0,8.0,5,9066,660.0,0,3,2.0,7,230000
1459,RL,1998.0,7.0,5,11404,541.0,0,3,2.0,8,222500
1460,RL,2001.0,8.0,5,9240,905.0,0,3,2.0,7,287000
1461,RL,2001.0,9.0,5,9720,725.0,0,3,2.0,7,274000
1462,RL,2002.0,,5,14860,715.0,0,3,2.0,6,300000
1463,RL,2002.0,8.0,5,11250,779.0,0,4,2.0,9,255900
1464,RL,2003.0,7.0,5,8158,543.0,0,3,2.0,8,224900
1465,RL,,7.0,5,10905,596.0,0,4,2.0,9,240000
1466,RL,2003.0,7.0,5,7226,595.0,0,3,2.0,6,183000
1467,RL,1999.0,8.0,5,11690,560.0,0,3,2.0,7,207000
1468,RL,1994.0,7.0,5,8750,493.0,0,4,2.0,8,210000
1469,RM,2003.0,6.0,5,4435,420.0,0,1,,3,136500
1470,RM,2004.0,6.0,5,4426,420.0,0,1,1.0,3,145000
1471,RL,1997.0,6.0,5,13125,508.0,0,3,2.0,7,208900
1472,RM,1997.0,6.0,5,10126,721.0,0,2,2.0,8,185000
1473,RL,2002.0,7.0,5,9135,532.0,0,3,2.0,7,214000
1474,RL,2003.0,7.0,5,8450,548.0,0,3,2.0,8,208500
1475,RL,2004.0,7.0,5,9750,470.0,0,3,2.0,6,186500
1476,RL,2004.0,7.0,5,8450,484.0,0,3,2.0,8,210000
1477,RL,2004.0,7.0,5,8320,520.0,0,3,2.0,6,185900
1478,RL,2007.0,8.0,5,11049,484.0,0,3,2.0,7,179900
1479,RL,2007.0,7.0,6,11058,814.0,0,3,2.0,6,218836
1480,RL,2007.0,7.0,5,9627,610.0,0,3,2.0,6,193000
1481,RL,2005.0,7.0,5,8199,410.0,0,3,2.0,7,189000
1482,RM,2004.0,6.0,5,4426,420.0,0,1,1.0,3,149300
1483,RM,2004.0,6.0,5,4426,420.0,0,1,1.0,3,141000
1484,RM,2004.0,6.0,5,4438,420.0,0,1,1.0,3,149000
1485,RM,2004.0,6.0,5,4438,420.0,0,1,1.0,4,144500
1486,RL,1910.0,5.0,7,8777,0.0,0,2,1.0,4,85000
1487,RL,1900.0,5.0,7,8777,0.0,0,4,2.0,9,145900
1488,RL,1966.0,5.0,5,9825,264.0,0,3,1.0,6,123000
1489,RL,,5.0,6,9937,276.0,0,3,1.0,6,147500
1490,RL,1976.0,5.0,5,12102,504.0,0,3,1.0,6,165000
1491,RL,1976.0,6.0,6,6500,480.0,0,3,1.0,6,135000
1492,RL,1940.0,,6,13907,0.0,0,3,1.0,6,108000
1493,RL,1972.0,4.0,5,10012,588.0,0,3,2.0,6,137500
1494,RL,2003.0,7.0,5,6931,397.0,0,3,,7,165400
1495,RL,,6.0,6,9638,542.0,0,3,1.0,6,147000
1496,RL,1976.0,6.0,7,7200,440.0,0,3,,6,160500
1497,RL,2005.0,4.0,5,7024,451.0,0,2,1.0,5,176000
1498,RL,1959.0,5.0,7,47007,624.0,0,5,3.0,11,284700
1499,RL,2008.0,10.0,5,63887,1418.0,480,3,2.0,12,160000
1500,RM,,6.0,5,3675,525.0,0,2,1.0,5,148000
1501,RL,1955.0,4.0,5,6040,0.0,0,2,2.0,6,82000
1502,RL,1955.0,4.0,5,6012,0.0,0,2,2.0,6,82000
1503,RL,1955.0,4.0,4,12108,0.0,0,4,2.0,8,118000
1504,RL,1955.0,4.0,5,6845,0.0,0,2,2.0,6,82500
1505,RL,1955.0,4.0,5,6931,0.0,0,2,1.0,4,91900
1506,RL,1938.0,5.0,7,12180,0.0,0,2,1.0,5,120000
1507,RL,1947.0,5.0,8,8050,0.0,0,4,1.0,8,96000
1508,RL,1953.0,4.0,5,9520,286.0,0,2,1.0,5,99000
1509,RL,1946.0,5.0,6,11767,240.0,0,3,1.0,6,130500
1510,RL,1954.0,4.0,6,8172,548.0,0,4,2.0,7,135000
1511,RL,1955.0,,7,16466,300.0,0,3,1.0,8,135500
1512,RL,1954.0,4.0,6,7692,312.0,0,3,,6,100000
1513,RL,1923.0,4.0,7,5142,205.0,0,3,1.0,6,108000
1514,RL,1925.0,5.0,6,5604,0.0,0,2,1.0,5,98000
1515,RL,1914.0,3.0,3,8248,0.0,0,2,1.0,5,67000
1516,RL,1912.0,5.0,6,5687,0.0,0,6,2.0,9,135900
1517,RH,1925.0,6.0,8,12155,400.0,0,4,2.0,7,140000
1518,RL,1939.0,5.0,8,8400,240.0,0,4,2.0,8,179500
1519,RL,1925.0,6.0,5,8400,576.0,0,4,2.0,7,136500
1520,RL,1921.0,7.0,8,7290,312.0,0,2,2.0,7,168000
1521,RH,1911.0,5.0,6,8525,0.0,0,4,1.0,7,130000
1522,RL,1921.0,,6,9842,621.0,0,4,3.0,8,189000
1523,RL,1930.0,6.0,7,7804,480.0,0,4,2.0,10,161900
1524,RL,1926.0,6.0,6,8969,369.0,0,2,1.0,6,145000
1525,RL,1922.0,6.0,7,11526,672.0,0,3,,11,191000
1526,RL,,6.0,7,15576,308.0,0,4,2.0,8,177000
1527,RL,1914.0,6.0,6,15564,400.0,0,3,1.0,6,147500
1528,RL,1930.0,6.0,5,6292,160.0,0,2,1.0,4,91000
1529,RL,1925.0,8.0,9,7609,180.0,0,3,2.0,7,231000
1530,RL,1936.0,6.0,5,10480,240.0,0,3,,6,115000
1531,RL,1923.0,6.0,3,9650,599.0,0,4,1.0,7,138000
1532,RL,1931.0,7.0,6,7200,270.0,0,3,,6,149000
1533,RL,,6.0,7,11988,240.0,0,3,1.0,6,188700
1534,RL,1937.0,5.0,6,11700,240.0,0,4,2.0,7,198000
1535,RL,,5.0,4,9260,225.0,0,3,1.0,6,110000
1536,RL,1951.0,6.0,5,7801,344.0,0,2,1.0,5,104000
1537,RL,1935.0,8.0,6,9670,786.0,0,4,1.0,9,257076
1538,RL,1935.0,8.0,9,14100,1014.0,0,4,3.0,11,381000
1539,RL,1939.0,7.0,9,15660,431.0,0,3,,8,311500
1540,RL,1950.0,7.0,9,12392,506.0,0,3,2.0,8,263400
1541,RL,,5.0,5,26073,484.0,0,3,2.0,7,236500
1542,RL,1954.0,6.0,7,14778,924.0,0,3,1.0,7,224000
1543,RM,1980.0,6.0,6,1879,462.0,0,2,1.0,5,116500
1544,RM,1980.0,6.0,6,1950,452.0,0,3,2.0,6,151000
1545,RM,1926.0,,8,7000,195.0,0,2,1.0,5,126000
1546,RM,1940.0,6.0,8,6000,240.0,0,3,1.0,5,120000
1547,RM,,4.0,4,3636,0.0,0,2,1.0,5,55000
1548,RM,1930.0,6.0,8,5890,432.0,0,2,1.0,5,120500
1549,RM,1940.0,5.0,6,6900,924.0,0,2,1.0,4,120500
1550,RM,1930.0,5.0,7,8155,0.0,0,4,,7,119000
1551,RM,1967.0,5.0,5,6000,288.0,0,3,1.0,7,126000
1552,RM,1930.0,5.0,7,7392,360.0,0,2,1.0,5,99500
1553,RM,1958.0,5.0,5,9000,356.0,0,4,2.0,7,165500
1554,A (agr),1952.0,1.0,5,14584,487.0,0,2,1.0,4,13100
1555,C (all),1895.0,4.0,7,5280,185.0,0,2,1.0,6,89000
1556,C (all),1920.0,4.0,4,8500,250.0,0,3,1.0,6,40000
1557,C (all),1910.0,4.0,7,5150,195.0,0,2,1.0,5,80900
1558,C (all),1935.0,3.0,4,18000,1248.0,0,2,1.0,6,81000
1559,C (all),,4.0,6,9000,216.0,0,3,,5,65000
1560,RM,2008.0,8.0,5,5587,482.0,0,2,2.0,5,392500
